videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
lNdbgkBYdxg,https://www.youtube.com/watch?v=lNdbgkBYdxg,"[['0:00:39.606', '0:00:42.308'], ['0:02:31.084', '0:02:34.487'], ['0:03:36.482', '0:03:39.085']]","['There is a sign above the entrance to a building.', 'A whale painted on the wall of a building.', ""A painting of a giant monster with a girl's head in a box.""]","[0.431884765625, 0.44873046875, 0.432861328125]","['2_tiny_camera_movement', '0_low_desirable_score', '0_low_desirable_score']","[[['0:00:00.000', '0:00:02.669']], [['0:00:00.000', '0:00:03.370']], [['0:00:00.000', '0:00:02.602']]]"
lPYEPTxIzRE,https://www.youtube.com/watch?v=lPYEPTxIzRE,"[['0:02:32.193', '0:02:37.198'], ['0:05:00.675', '0:05:03.136'], ['0:05:03.886', '0:05:07.932']]","['There are bubbles underwater in a pool, and the water is green.', 'A person is swimming in a pool at night and suddenly jumps into the water.', 'A young man is swimming in a pool at night.']","[0.44091796875, 0.482177734375, 0.443359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.005']], [['0:00:00.000', '0:00:02.419']], [['0:00:00.000', '0:00:04.004']]]"
lX6xvg1_234,https://www.youtube.com/watch?v=lX6xvg1_234,"[['0:01:21.400', '0:01:26.800'], ['0:03:51.733', '0:03:59.733'], ['0:04:46.033', '0:04:48.600']]","['A close up of a document on a computer screen.', 'A paper with text on it.', 'The nutrition facts logo on a white background.']","[0.47509765625, 0.4384765625, 0.460693359375]","['1_still_foreground_image', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:05.366']], [['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:02.533']]]"
lY3eiVjHkwc,https://www.youtube.com/watch?v=lY3eiVjHkwc,"[['0:01:38.398', '0:01:45.572'], ['0:02:34.821', '0:02:42.829'], ['0:02:44.531', '0:02:50.637']]","['A backyard with a brick structure and a hose.', 'A man building a wooden structure with a palm tree in the background.', 'There is a small wooden structure in the shape of a birdhouse on top of a brick base with a palm tree in the background.']","[0.448974609375, 0.462158203125, 0.445556640625]","['1_still_foreground_image', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:07.173']], [['0:00:00.000', '0:00:07.974']], [['0:00:00.000', '0:00:01.868'], ['0:00:01.901', '0:00:06.106']]]"
lYkcqO01VBY,https://www.youtube.com/watch?v=lYkcqO01VBY,"[['0:03:13.193', '0:03:24.671'], ['0:04:05.645', '0:04:10.583'], ['0:04:12.018', '0:04:14.721']]","['A person is holding a potted plant with purple flowers.', 'A close up of a plastic bag with a bar code on it.', 'A vase filled with pink orchids in front of a radiator.']","[0.458251953125, 0.443115234375, 0.450439453125]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:11.444']], [['0:00:00.000', '0:00:04.904']], [['0:00:00.000', '0:00:02.669']]]"
lZgvB8ofiv8,https://www.youtube.com/watch?v=lZgvB8ofiv8,"[['0:03:25.633', '0:03:41.633'], ['0:03:46.633', '0:04:10.633'], ['0:08:07.600', '0:08:15.600']]","['A small orange caravan is on display at a trade show.', 'A small van with a tent on the roof and an awning over the bed.', 'There is a large black military truck in a workshop.']","[0.449462890625, 0.4365234375, 0.44873046875]","['1_still_foreground_image', '0_low_desirable_score', '1_still_foreground_image']","[[['0:00:00.000', '0:00:15.966']], [['0:00:00.000', '0:00:02.966'], ['0:00:03.033', '0:00:07.966'], ['0:00:08.033', '0:00:11.433'], ['0:00:11.500', '0:00:16.133'], ['0:00:16.200', '0:00:20.633'], ['0:00:20.733', '0:00:24.000']], [['0:00:00.000', '0:00:07.966']]]"
ljo9glQMc00,https://www.youtube.com/watch?v=ljo9glQMc00,"[['0:00:25.992', '0:01:14.040'], ['0:04:38.511', '0:04:44.117'], ['0:06:41.801', '0:06:45.605']]","['A person is holding a gameboy in their hand.', 'The person is holding a metroid video game poster and admiring it.', 'The person is holding a video game console with headphones attached to the bottom.']","[0.447021484375, 0.47998046875, 0.461181640625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:05.605']], [['0:00:00.000', '0:00:03.770']]]"
lr44qbAd2Lg,https://www.youtube.com/watch?v=lr44qbAd2Lg,"[['0:00:46.212', '0:00:49.916'], ['0:00:59.292', '0:01:02.295'], ['0:01:11.071', '0:01:15.208']]","['Person kardashian relaxing on a couch.', 'A woman with long blonde hair wearing a pink top.', 'A man and a woman sitting on a couch looking at their cell phones.']","[0.4462890625, 0.455810546875, 0.446044921875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.670']], [['0:00:00.000', '0:00:02.969']], [['0:00:00.000', '0:00:04.137']]]"
lrTpnvEm-TU,https://www.youtube.com/watch?v=lrTpnvEm-TU,"[['0:00:21.654', '0:00:26.092'], ['0:02:35.555', '0:03:00.446'], ['0:07:23.509', '0:07:35.888']]","['A woman in a kitchen with two trays of food.', 'The person is rolling out a cake on a piece of parchment paper on a wooden table.', 'A flyer for a cannoli recipe and a cannoli cake.']","[0.441162109375, 0.46875, 0.446533203125]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:02.936'], ['0:00:02.969', '0:00:04.404']], [['0:00:00.000', '0:00:01.234'], ['0:00:01.267', '0:00:06.239'], ['0:00:06.272', '0:00:09.743'], ['0:00:09.776', '0:00:13.046'], ['0:00:13.079', '0:00:24.858']], [['0:00:00.000', '0:00:12.345']]]"
lxUIfyx6yEU,https://www.youtube.com/watch?v=lxUIfyx6yEU,"[['0:00:41.720', '0:00:44.000'], ['0:00:57.400', '0:01:00.120'], ['0:01:19.840', '0:01:22.760']]","['A woman in a red shirt with a blurry background behind her is talking.', 'A woman in a red shirt standing in front of a blurry background.', 'A woman with blond hair is smiling in front of a blurry background.']","[0.50634765625, 0.474365234375, 0.45654296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.240']], [['0:00:00.000', '0:00:02.680']], [['0:00:00.000', '0:00:02.880']]]"
lxf2dghFCgo,https://www.youtube.com/watch?v=lxf2dghFCgo,"[['0:00:44.583', '0:00:48.958'], ['0:00:55.333', '0:00:57.333'], ['0:02:08.833', '0:02:11.125']]","['The man is sitting in a black chair and talking to the camera.', 'A cartoon of a man with a shaved head.', 'A cartoon woman holding a cell phone in her hand.']","[0.4833984375, 0.43212890625, 0.451171875]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:04.333']], [['0:00:00.000', '0:00:01.958']], [['0:00:00.000', '0:00:02.291']]]"
mF6_4eI489g,https://www.youtube.com/watch?v=mF6_4eI489g,"[['0:00:00.467', '0:00:04.437'], ['0:00:15.849', '0:01:03.897'], ['0:01:25.085', '0:02:13.133']]","['A cartoon of a man standing in front of a collage of pictures.', 'Two men talking to each other in a video game.', 'A blue car driving down a street in a video game.']","[0.453125, 0.451416015625, 0.474365234375]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.937']], [['0:00:00.000', '0:00:06.406'], ['0:00:06.439', '0:00:07.674'], ['0:00:07.707', '0:00:27.360'], ['0:00:27.394', '0:00:32.732'], ['0:00:32.766', '0:00:47.981'], ['0:00:48.014', '0:00:48.014']], [['0:00:00.000', '0:00:48.014']]]"
mHa4eCL72-0,https://www.youtube.com/watch?v=mHa4eCL72-0,"[['0:02:27.714', '0:02:31.217'], ['0:03:21.734', '0:03:30.410'], ['0:03:40.820', '0:03:48.861']]","['The man is playing with a small toy robot, possibly a toy version of a robot from the star wars franchise, and he is trying to guess its name.', 'A man is holding a bb-8 droid toy and talking to the camera.', 'A man is sitting in front of a computer and talking to the camera.']","[0.458740234375, 0.487548828125, 0.467529296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.470']], [['0:00:00.000', '0:00:04.204'], ['0:00:04.237', '0:00:08.675']], [['0:00:00.000', '0:00:08.008']]]"
mHbwC-AIyTE,https://www.youtube.com/watch?v=mHbwC-AIyTE,"[['0:00:17.317', '0:00:19.552'], ['0:01:10.870', '0:01:13.973'], ['0:02:04.858', '0:02:08.361']]","['A close up of a cockroach crawling on the ground.', 'A close up of a striped bug on the ground.', 'A close up of a bug laying on the ground.']","[0.439453125, 0.442626953125, 0.4375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.202']], [['0:00:00.000', '0:00:03.069']], [['0:00:00.000', '0:00:03.470']]]"
mIHiNcaHAJg,https://www.youtube.com/watch?v=mIHiNcaHAJg,"[['0:00:05.238', '0:00:07.574'], ['0:03:34.280', '0:03:40.286'], ['0:06:39.365', '0:06:53.179']]","[""There is an alien face in the dark, and the alien's eyes are glowing."", 'A video game with two characters standing on a brick floor.', 'A video game screen showing two people standing on a stone floor.']","[0.445556640625, 0.4423828125, 0.47216796875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.335']], [['0:00:00.000', '0:00:05.972']], [['0:00:00.000', '0:00:13.813']]]"
mKnGkaD_1eM,https://www.youtube.com/watch?v=mKnGkaD_1eM,"[['0:01:41.000', '0:01:48.708'], ['0:03:23.269', '0:03:26.606'], ['0:04:14.220', '0:04:16.723']]","['A group of female volleyball players celebrating a point.', 'There is a group of women playing volleyball on a court with an audience watching.', 'It is a group of people wearing orange shirts and holding newspapers in the air, cheering and shouting.']","[0.447021484375, 0.46337890625, 0.472412109375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.170'], ['0:00:04.204', '0:00:07.707']], [['0:00:00.000', '0:00:03.303']], [['0:00:00.000', '0:00:02.469']]]"
mOT-WpORi3Q,https://www.youtube.com/watch?v=mOT-WpORi3Q,"[['0:00:07.173', '0:00:24.991'], ['0:00:44.377', '0:00:46.946'], ['0:01:14.240', '0:01:27.020']]","['A woman is talking on the news at night.', 'A black and white photo of a woman holding a baby.', 'A woman is talking on the news at night.']","[0.446044921875, 0.461181640625, 0.47216796875]","['3_screen_in_screen', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.103'], ['0:00:03.136', '0:00:08.708'], ['0:00:08.742', '0:00:17.817']], [['0:00:00.000', '0:00:02.535']], [['0:00:00.000', '0:00:12.779']]]"
mOfgQRr1dd8,https://www.youtube.com/watch?v=mOfgQRr1dd8,"[['0:01:29.989', '0:01:34.694'], ['0:01:52.212', '0:01:56.249'], ['0:02:37.257', '0:02:41.494']]","['A woman is talking to a man in a suit and tie.', 'A man wearing a red jacket and glasses is standing in front of a house with an american flag in the background.', 'A newscast with a woman in a striped shirt.']","[0.4306640625, 0.46044921875, 0.43408203125]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:04.704']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:04.204']]]"
mQmC86gxeKE,https://www.youtube.com/watch?v=mQmC86gxeKE,"[['0:03:22.735', '0:03:27.607'], ['0:04:50.957', '0:04:55.962'], ['0:04:58.231', '0:05:11.878']]","['There is a young girl standing in front of a refrigerator in a kitchen. she is wearing a pink shirt, and the refrigerator door is open.', 'A white plate with pieces of red jelly on it.', 'A young girl in a white shirt standing in a kitchen.']","[0.482177734375, 0.46533203125, 0.441650390625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.871']], [['0:00:00.000', '0:00:04.971']], [['0:00:00.000', '0:00:13.613']]]"
mXUNGhpiAhY,https://www.youtube.com/watch?v=mXUNGhpiAhY,"[['0:00:07.733', '0:00:11.733'], ['0:00:47.433', '0:00:51.433'], ['0:01:44.766', '0:01:49.466']]","['A woman is sitting in an office chair and talking to the camera.', 'A young black woman is sitting in an office and using a tablet computer. she is wearing a pink shirt and appears to be working on the device.', 'A woman is sitting in an office and talking to the camera.']","[0.474853515625, 0.45458984375, 0.467041015625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.966']], [['0:00:00.000', '0:00:04.000']], [['0:00:00.000', '0:00:04.666']]]"
mZZfpd9_z4g,https://www.youtube.com/watch?v=mZZfpd9_z4g,"[['0:01:08.701', '0:01:11.304'], ['0:01:22.015', '0:01:25.518'], ['0:01:38.765', '0:01:41.968']]","['A close up of the headstock of a guitar.', 'It is a close up shot of a guitar with a white pick guard and a pink fretboard.', 'A black background with a logo on it.']","[0.466064453125, 0.47802734375, 0.459228515625]","['2_tiny_camera_movement', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:02.569']], [['0:00:00.000', '0:00:03.470']], [['0:00:00.000', '0:00:03.169']]]"
mZa-1c_i2Kc,https://www.youtube.com/watch?v=mZa-1c_i2Kc,"[['0:01:17.208', '0:01:20.208'], ['0:01:41.666', '0:02:02.416'], ['0:02:07.250', '0:02:19.750']]","['There is a car parked on the side of the road at night with its lights on.', 'A police officer talking to the media.', 'A california license plate on a red background.']","[0.431884765625, 0.43798828125, 0.46044921875]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:00.500'], ['0:00:00.541', '0:00:02.958']], [['0:00:00.000', '0:00:08.291'], ['0:00:08.375', '0:00:20.708']], [['0:00:00.000', '0:00:12.500']]]"
mc1pdPjDPvc,https://www.youtube.com/watch?v=mc1pdPjDPvc,"[['0:00:01.134', '0:00:03.236'], ['0:00:05.972', '0:00:25.992'], ['0:01:23.550', '0:01:28.721']]","['A red and white sign that says breaking news update.', 'A woman in a red coat standing in front of a news camera.', 'A woman in a red jacket is on the news.']","[0.47412109375, 0.441650390625, 0.46875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.068']], [['0:00:00.000', '0:00:02.469'], ['0:00:02.502', '0:00:06.139'], ['0:00:06.172', '0:00:19.986']], [['0:00:00.000', '0:00:05.138']]]"
mc53sFJsyY0,https://www.youtube.com/watch?v=mc53sFJsyY0,"[['0:00:02.969', '0:00:26.860'], ['0:01:27.487', '0:02:15.535'], ['0:03:17.664', '0:03:50.763']]","['A man is standing outside in front of a house and holding a device that measures soil moisture.', 'A man is wearing a face mask and working on a piece of wood.', 'A close up of a person using a tool on a piece of wood.']","[0.45458984375, 0.4755859375, 0.4658203125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:23.890']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:00.767'], ['0:00:00.800', '0:00:33.066']]]"
mf-tEroO_4k,https://www.youtube.com/watch?v=mf-tEroO_4k,"[['0:00:39.440', '0:00:44.240'], ['0:00:50.440', '0:00:52.480'], ['0:00:53.200', '0:00:57.160']]","['A middle-aged man is sitting in a bar and talking to the camera.', 'There is a glass door with two golden crowns on it.', 'An older man in a striped shirt sits in a chair at a bar and looks at the camera.']","[0.458251953125, 0.46875, 0.475341796875]","['desirable', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:04.760']], [['0:00:00.000', '0:00:02.000']], [['0:00:00.000', '0:00:03.920']]]"
mja09hPdRlQ,https://www.youtube.com/watch?v=mja09hPdRlQ,"[['0:00:58.266', '0:01:26.266'], ['0:01:52.400', '0:01:58.466'], ['0:03:28.266', '0:03:56.466']]","['A piece of paper with some text on it.', 'A computer screen displaying a document with a lot of text on it.', 'A computer screen showing a map of japan.']","[0.43310546875, 0.466064453125, 0.452392578125]","['1_still_foreground_image', '4_computer_screen_recording', 'desirable']","[[['0:00:00.000', '0:00:27.966']], [['0:00:00.033', '0:00:06.033']], [['0:00:00.000', '0:00:28.166']]]"
mq4TF3Nnhs0,https://www.youtube.com/watch?v=mq4TF3Nnhs0,"[['0:00:48.339', '0:00:55.055'], ['0:00:56.514', '0:01:01.978'], ['0:01:27.378', '0:01:33.093']]","['A man is measuring a piece of wood with a ruler.', 'A man is working on a piece of wood.', 'A close up of a person holding a piece of wood.']","[0.46240234375, 0.454345703125, 0.4462890625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.044'], ['0:00:03.086', '0:00:06.715']], [['0:00:00.000', '0:00:05.422']], [['0:00:00.000', '0:00:05.672']]]"
mqPoz9wlNv4,https://www.youtube.com/watch?v=mqPoz9wlNv4,"[['0:00:36.100', '0:00:48.100'], ['0:00:52.100', '0:01:12.100'], ['0:02:10.400', '0:02:14.766']]","['A news program is being broadcasted on a tv studio.', 'A news program is being broadcasted on a tv studio with a reporter presenting the news.', 'A dark screen with a message on it.']","[0.431884765625, 0.43994140625, 0.44189453125]","['3_screen_in_screen', 'desirable', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:11.966']], [['0:00:00.000', '0:00:19.966']], [['0:00:00.000', '0:00:04.333']]]"
mqVKR9OnqqA,https://www.youtube.com/watch?v=mqVKR9OnqqA,"[['0:02:16.703', '0:02:21.608'], ['0:04:19.492', '0:04:23.529'], ['0:05:00.667', '0:05:08.141']]","['A large white tank sitting in a large room.', 'It is a satellite image of the eastern coast of the united states, including the states of new york, new jersey, and delaware.', 'A satellite in the sky with clouds in the background.']","[0.4443359375, 0.458984375, 0.46484375]","['desirable', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:04.871']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:07.440']]]"
